valor,elemento,foil,tipoCarta,colecao
10.0,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
9.57,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.55,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
13.48,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
11.36,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.16,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.39,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.98,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
10.93,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.31,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
19.45,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
8.12,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
11.33,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
9.38,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.29,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
9.04,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
14.19,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.76,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
19.81,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
14.69,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.17,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
16.34,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
9.15,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
17.13,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.88,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.49,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.66,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
16.02,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.38,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
23.94,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
35.15,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
37.88,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.96,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.34,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
42.5,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
28.83,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
20.6,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
27.48,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
17.17,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
26.81,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.63,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
22.26,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
40.77,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
35.85,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.75,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
36.76,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
36.91,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
48.36,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
23.46,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
18.49,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
33.85,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
36.51,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.49,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.23,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
51.44,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
29.28,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
30.82,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.43,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
31.55,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
38.49,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
24.58,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
49.99,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
22.62,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
46.16,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
13.29,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.85,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.34,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
44.52,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
50.55,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
12.55,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
37.18,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
24.41,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
27.26,Normal,Foil,Pokémon – Stage 1,Amigos da Jornada
19.81,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
50.23,Normal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
42.2,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
43.68,Normal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
14.11,Normal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.32,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.45,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.68,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.33,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.63,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.75,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.7,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.42,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.33,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.18,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.06,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.62,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.94,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.46,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.24,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.46,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.01,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.83,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.26,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.65,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.61,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.37,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.17,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.07,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.41,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.04,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.43,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.15,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.31,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.84,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.81,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.32,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.36,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.4,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.48,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.97,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.46,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.87,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.58,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.08,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.13,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.06,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.2,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.26,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.44,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.46,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.62,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.11,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.16,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.43,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.88,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.19,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.33,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.1,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.3,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.11,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.07,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.16,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.28,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.09,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.88,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.92,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.58,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.66,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.81,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.51,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.77,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.71,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.09,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.34,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.07,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.38,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.46,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.63,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.21,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.39,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.02,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.38,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.03,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.97,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.95,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.75,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.83,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.95,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.46,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.23,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.27,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.3,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.31,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.07,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
2.41,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.93,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.11,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.73,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.91,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
1.98,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.25,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.31,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
2.41,Raio,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.74,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.34,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
1.59,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.99,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.84,Raio,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.1,Raio,Foil,Pokémon – Stage 1,Amigos da Jornada
0.61,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.26,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
0.19,Raio,Normal,Pokémon – Stage 1,Amigos da Jornada
15.51,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
11.79,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
13.98,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.27,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.51,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
11.67,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.59,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.68,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.44,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.93,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.43,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
1.52,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
14.18,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.93,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
15.67,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
12.26,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
7.38,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
11.47,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.85,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.51,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
12.1,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
12.29,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.44,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.01,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
7.57,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
16.4,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
12.48,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
13.26,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
10.44,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
13.83,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
5.44,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.71,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.72,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.01,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.87,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.61,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.71,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.7,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.93,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.14,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.5,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
12.42,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
4.06,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.9,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.85,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.15,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.09,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
15.87,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.74,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.92,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
18.56,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
18.42,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.64,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
9.22,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
4.58,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.09,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
7.49,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
12.79,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.5,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.16,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
5.25,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
9.69,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.87,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.29,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
12.99,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.83,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.59,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.32,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.75,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.65,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
5.71,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
9.01,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
13.14,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
14.53,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.41,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.57,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.52,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
10.29,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.91,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
9.05,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.97,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
14.38,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
8.37,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
0.73,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
4.03,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.59,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
3.93,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
17.05,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
14.85,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.71,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
9.06,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
18.94,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
13.18,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.39,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
16.52,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
15.55,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
16.02,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
15.27,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
17.65,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
4.37,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
6.66,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
1.49,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
8.68,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
2.88,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
0.59,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
11.2,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.67,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
15.52,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.33,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
18.0,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
16.94,Metal,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.53,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
14.87,Metal,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
6.56,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
10.23,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.77,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
10.26,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
11.11,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
8.61,Metal,Foil,Pokémon – Stage 1,Amigos da Jornada
7.1,Metal,Normal,Pokémon – Stage 1,Amigos da Jornada
2.2,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.32,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.29,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.29,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.73,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.89,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.6,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.14,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.26,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
0.5,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
1.94,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
1.19,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.89,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.82,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.06,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.78,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.9,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.54,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.15,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.36,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
1.09,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.52,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.14,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.49,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.93,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
0.45,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
0.38,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.44,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.15,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.67,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
2.44,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
2.34,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
1.41,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.41,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.88,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.6,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.39,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.01,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
2.62,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.67,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.57,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.57,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.45,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.82,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.48,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.3,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.55,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
3.6,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
3.44,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
0.95,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
2.22,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
1.98,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.52,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
1.02,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
0.81,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
1.44,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
1.46,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.45,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.18,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
2.68,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
2.42,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
3.9,Grama,Pokeball Foil,Pokémon – Stage 1,Amigos da Jornada
2.24,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
2.72,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
0.29,Grama,Normal,Pokémon – Stage 1,Amigos da Jornada
3.38,Grama,Reverse Foil,Pokémon – Stage 1,Amigos da Jornada
1.6,Grama,Foil,Pokémon – Stage 1,Amigos da Jornada
